"","Parameter","Estimate","Std. Error","t value","Pr(>|t|)","2.5 %","97.5 %","Significant","VIF"
"1","(Intercept)",7.59256941879874,0.138453146921397,54.8385471014913,0,7.32097700360284,7.86416183399464,"Y",c(NA, 1.39583507865386, 1.11612896033479, 1.92688220694339, 4.26045625664029, 2.6054304265743, 8.81427936600322, 3.87478530626963, 6.42413130325448, 5.3519878816078, 3.11564530435529, 1.99671735329621, 3.75942443852809, 12.0665529650227, 3.4176356438664, 1.52154907382761, 5.28513726201952, 5.04628050786104, 7.05591747238426, 5.10381886124002, 4.29193571560558, 5.70892612121903, 2.44031390655577, 2.43422887142989, 3.16197461997006, 1.6350111777943)
"2","log(GrLivArea)",0.630476245055615,0.0179433280556775,35.1370851103692,1.22851488455308e-195,0.595278259949069,0.665674230162161,"Y",c(NA, 1.39583507865386, 1.11612896033479, 1.92688220694339, 4.26045625664029, 2.6054304265743, 8.81427936600322, 3.87478530626963, 6.42413130325448, 5.3519878816078, 3.11564530435529, 1.99671735329621, 3.75942443852809, 12.0665529650227, 3.4176356438664, 1.52154907382761, 5.28513726201952, 5.04628050786104, 7.05591747238426, 5.10381886124002, 4.29193571560558, 5.70892612121903, 2.44031390655577, 2.43422887142989, 3.16197461997006, 1.6350111777943)
"3","NeighborhoodBlueste",-0.325583993829683,0.144648835961895,-2.25085802913376,0.0245454827425112,-0.609329994463888,-0.0418379931954782,"Y",c(NA, 1.39583507865386, 1.11612896033479, 1.92688220694339, 4.26045625664029, 2.6054304265743, 8.81427936600322, 3.87478530626963, 6.42413130325448, 5.3519878816078, 3.11564530435529, 1.99671735329621, 3.75942443852809, 12.0665529650227, 3.4176356438664, 1.52154907382761, 5.28513726201952, 5.04628050786104, 7.05591747238426, 5.10381886124002, 4.29193571560558, 5.70892612121903, 2.44031390655577, 2.43422887142989, 3.16197461997006, 1.6350111777943)
"4","NeighborhoodBrDale",-0.478771232839432,0.0675204782400983,-7.09075595017193,2.08715686206497e-12,-0.611220730508281,-0.346321735170582,"Y",c(NA, 1.39583507865386, 1.11612896033479, 1.92688220694339, 4.26045625664029, 2.6054304265743, 8.81427936600322, 3.87478530626963, 6.42413130325448, 5.3519878816078, 3.11564530435529, 1.99671735329621, 3.75942443852809, 12.0665529650227, 3.4176356438664, 1.52154907382761, 5.28513726201952, 5.04628050786104, 7.05591747238426, 5.10381886124002, 4.29193571560558, 5.70892612121903, 2.44031390655577, 2.43422887142989, 3.16197461997006, 1.6350111777943)
"5","NeighborhoodBrkSide",-0.348690647093039,0.0535169760846248,-6.51551475071508,1.00015905486335e-10,-0.453670599604022,-0.243710694582057,"Y",c(NA, 1.39583507865386, 1.11612896033479, 1.92688220694339, 4.26045625664029, 2.6054304265743, 8.81427936600322, 3.87478530626963, 6.42413130325448, 5.3519878816078, 3.11564530435529, 1.99671735329621, 3.75942443852809, 12.0665529650227, 3.4176356438664, 1.52154907382761, 5.28513726201952, 5.04628050786104, 7.05591747238426, 5.10381886124002, 4.29193571560558, 5.70892612121903, 2.44031390655577, 2.43422887142989, 3.16197461997006, 1.6350111777943)
"6","NeighborhoodClearCr",-0.05352968855861,0.0595992411439871,-0.898160572704047,0.369250724381475,-0.170440731796419,0.0633813546791993,"N",c(NA, 1.39583507865386, 1.11612896033479, 1.92688220694339, 4.26045625664029, 2.6054304265743, 8.81427936600322, 3.87478530626963, 6.42413130325448, 5.3519878816078, 3.11564530435529, 1.99671735329621, 3.75942443852809, 12.0665529650227, 3.4176356438664, 1.52154907382761, 5.28513726201952, 5.04628050786104, 7.05591747238426, 5.10381886124002, 4.29193571560558, 5.70892612121903, 2.44031390655577, 2.43422887142989, 3.16197461997006, 1.6350111777943)
"7","NeighborhoodCollgCr",-0.00338119286419038,0.049518062389826,-0.0682820106645587,0.945570663455096,-0.100516797646862,0.0937544119184815,"N",c(NA, 1.39583507865386, 1.11612896033479, 1.92688220694339, 4.26045625664029, 2.6054304265743, 8.81427936600322, 3.87478530626963, 6.42413130325448, 5.3519878816078, 3.11564530435529, 1.99671735329621, 3.75942443852809, 12.0665529650227, 3.4176356438664, 1.52154907382761, 5.28513726201952, 5.04628050786104, 7.05591747238426, 5.10381886124002, 4.29193571560558, 5.70892612121903, 2.44031390655577, 2.43422887142989, 3.16197461997006, 1.6350111777943)
"8","NeighborhoodCrawfor",-0.0794996020361128,0.0542918639217488,-1.46430047328447,0.143331047711797,-0.185999589763846,0.0270003856916203,"N",c(NA, 1.39583507865386, 1.11612896033479, 1.92688220694339, 4.26045625664029, 2.6054304265743, 8.81427936600322, 3.87478530626963, 6.42413130325448, 5.3519878816078, 3.11564530435529, 1.99671735329621, 3.75942443852809, 12.0665529650227, 3.4176356438664, 1.52154907382761, 5.28513726201952, 5.04628050786104, 7.05591747238426, 5.10381886124002, 4.29193571560558, 5.70892612121903, 2.44031390655577, 2.43422887142989, 3.16197461997006, 1.6350111777943)
"9","NeighborhoodEdwards",-0.376253540999778,0.0508146881555507,-7.40442487510725,2.23705803491053e-13,-0.475932632378087,-0.276574449621468,"Y",c(NA, 1.39583507865386, 1.11612896033479, 1.92688220694339, 4.26045625664029, 2.6054304265743, 8.81427936600322, 3.87478530626963, 6.42413130325448, 5.3519878816078, 3.11564530435529, 1.99671735329621, 3.75942443852809, 12.0665529650227, 3.4176356438664, 1.52154907382761, 5.28513726201952, 5.04628050786104, 7.05591747238426, 5.10381886124002, 4.29193571560558, 5.70892612121903, 2.44031390655577, 2.43422887142989, 3.16197461997006, 1.6350111777943)
"10","NeighborhoodGilbert",-0.0941642162337634,0.051784369180058,-1.81839071759951,0.0692129697309461,-0.195745452975118,0.00741702050759127,"N",c(NA, 1.39583507865386, 1.11612896033479, 1.92688220694339, 4.26045625664029, 2.6054304265743, 8.81427936600322, 3.87478530626963, 6.42413130325448, 5.3519878816078, 3.11564530435529, 1.99671735329621, 3.75942443852809, 12.0665529650227, 3.4176356438664, 1.52154907382761, 5.28513726201952, 5.04628050786104, 7.05591747238426, 5.10381886124002, 4.29193571560558, 5.70892612121903, 2.44031390655577, 2.43422887142989, 3.16197461997006, 1.6350111777943)
